gene_name	gene_type
Tcp11x2	protein_coding
Tmsb15a	protein_coding
Gm15019	unprocessed_pseudogene
Armcx5	protein_coding
Gprasp1	protein_coding
Mir7646	miRNA
Mir1970	miRNA
Bhlhb9	protein_coding
Gprasp2	protein_coding
Gm15016	processed_pseudogene
Arxes2	protein_coding
Arxes1	protein_coding
Bex2	protein_coding
Nxf3	protein_coding
5730412P04Rik	processed_transcript
Bex4	protein_coding
Tceal8	protein_coding
Mir6383	miRNA
Tceal5	protein_coding
Bex1	protein_coding
Tceal7	protein_coding
Tceal9	protein_coding
Bex3	protein_coding
n-R5s12	rRNA
Nsa2-ps2	processed_pseudogene
Gm14997	processed_pseudogene
Gm4917	processed_pseudogene
Gm7973	processed_pseudogene
Gm14994	processed_pseudogene
Gm14999	processed_pseudogene
Gm14998	processed_pseudogene
Gm14993	processed_pseudogene
Gm14992	processed_pseudogene
Gm14996	processed_pseudogene
Gm14990	processed_pseudogene
Gm14995	processed_pseudogene
Kir3dl2	protein_coding
Gm14991	unprocessed_pseudogene
Kir3dl1	protein_coding
Gm15006	processed_pseudogene
Gm15003	processed_pseudogene
Gm15005	processed_pseudogene
Gm15004	processed_pseudogene
Tceal3	protein_coding
Gm15010	processed_pseudogene
Gm23068	misc_RNA
Tceal1	protein_coding
Morf4l2	protein_coding
BC065397	processed_transcript
Glra4	protein_coding
Gm15009	transcribed_processed_pseudogene
Plp1	protein_coding
Rab9b	protein_coding
Gm15026	processed_pseudogene
Gm15025	processed_pseudogene
H2bfm	protein_coding
Gm6275	processed_pseudogene
Tmsb15l	protein_coding
Tmsb15b2	protein_coding
Tmsb15b1	protein_coding
Slc25a53	protein_coding
Zcchc18	protein_coding
Gm15038	transcribed_processed_pseudogene
Fam199x	protein_coding
Gm25770	snoRNA
Gm8019	processed_pseudogene
Gm5761	processed_pseudogene
Gm15039	processed_pseudogene
Gm15042	processed_pseudogene
Gm15045	processed_pseudogene
Gm15043	processed_pseudogene
Gm15044	processed_pseudogene
Esx1	protein_coding
Gm15040	processed_pseudogene
Gm15041	processed_pseudogene
Gm23679	snoRNA
Gm8036	processed_pseudogene
Il1rapl2	protein_coding
Gm14988	processed_pseudogene
Gm25393	misc_RNA
Gm14989	processed_pseudogene
Gm24675	misc_RNA
Tex13a	protein_coding
Gm22057	snRNA
Gm23958	snRNA
Gm15000	processed_pseudogene
Gm15001	processed_pseudogene
Nrk	protein_coding
Serpina7	protein_coding
4930513O06Rik	protein_coding
4933428M09Rik	protein_coding
Gm15007	processed_pseudogene
Pwwp3b	protein_coding
Platr21	processed_transcript
Gm15002	processed_pseudogene
Trap1a	protein_coding
Gm8061	processed_pseudogene
Radx	protein_coding
Rnf128	protein_coding
Gm24380	misc_RNA
Gm6322	processed_pseudogene
Tbc1d8b	protein_coding
Gm15013	protein_coding
Ripply1	protein_coding
Gm15012	processed_pseudogene
Cldn2	protein_coding
Morc4	protein_coding
Rbm41	protein_coding
Gm15011	processed_pseudogene
Nup62cl	protein_coding
Pih1h3b	protein_coding
Gm6298	processed_pseudogene
Gm15046	lincRNA
Mir3475	miRNA
Frmpd3	protein_coding
Gm8097	processed_pseudogene
Prps1	protein_coding
Tsc22d3	protein_coding
AL683809.1	processed_pseudogene
Gm15047	processed_pseudogene
Gm22025	misc_RNA
Mid2	protein_coding
Gm23199	snRNA
Eif2c5	lincRNA
Gm6088	processed_pseudogene
Tex13b	protein_coding
Gm7091	processed_pseudogene
Vsig1	protein_coding
Psmd10	protein_coding
Atg4a	protein_coding
Col4a6	protein_coding
Gm15077	processed_pseudogene
Gm15078	processed_pseudogene
Gm15079	processed_pseudogene
Col4a5	protein_coding
Gm15268	processed_pseudogene
Gm15282	processed_pseudogene
Irs4	protein_coding
Gm15295	antisense
Gm15297	processed_pseudogene
Hmgn2l6	processed_pseudogene
Gm15294	protein_coding
Gm15298	lincRNA
Gm6368	processed_pseudogene
Gm5762	processed_pseudogene
Gm6373	processed_pseudogene
Gucy2f	protein_coding
Gm6382	processed_pseudogene
Gm15014	processed_pseudogene
Nxt2	protein_coding
Gm5643	processed_pseudogene
Kcne1l	protein_coding
Acsl4	protein_coding
Gm6067	processed_pseudogene
Gm7123	processed_pseudogene
Gm15031	processed_pseudogene
Gm25915	snoRNA
Gm4995	processed_pseudogene
Gm15032	processed_pseudogene
Gm5763	processed_pseudogene
Tmem164	protein_coding
Mir652	miRNA
Gm15049	processed_pseudogene
Ammecr1	protein_coding
Gm44351	miRNA
Rtl9	protein_coding
Gm4760	processed_pseudogene
Chrdl1	protein_coding
Gm23325	snoRNA
Pak3	protein_coding
Capn6	protein_coding
Gm47298	miRNA
Dcx	protein_coding
Gm15048	processed_pseudogene
A730046J19Rik	protein_coding
Gm8199	processed_pseudogene
Gm8202	processed_pseudogene
Gm15067	processed_pseudogene
Gm15066	processed_pseudogene
Mir680-2	miRNA
Alg13	protein_coding
Gm2214	processed_pseudogene
Trpc5	protein_coding
Trpc5os	protein_coding
Gm15071	processed_pseudogene
Mageb16-ps1	processed_pseudogene
Rtl4	protein_coding
Gm26024	misc_RNA
Gm8216	processed_pseudogene
Mir3472	miRNA
Gm25097	snRNA
Gm15073	processed_pseudogene
Gm6441	processed_pseudogene
Lhfpl1	protein_coding
Amot	protein_coding
Gm5644	processed_pseudogene
Gm15060	processed_pseudogene
Gm27659	snRNA
Gm15058	processed_pseudogene
Gm6446	processed_pseudogene
Gm15057	processed_pseudogene
Gm6447	processed_pseudogene
Gm15062	processed_pseudogene
Gm4918	processed_pseudogene
Hmgb1-ps2	processed_pseudogene
Gm15061	processed_pseudogene
Gm26151	snRNA
Gm15076	processed_pseudogene
Gm8261	processed_pseudogene
Gm15075	processed_pseudogene
Gm15074	processed_pseudogene
Gm4996	processed_pseudogene
Htr2c	protein_coding
Snora35	snoRNA
Gm22650	miRNA
Mir764	miRNA
Mir1912	miRNA
Mir1264	miRNA
Mir1298	miRNA
Gm24627	miRNA
Mir448	miRNA
Il13ra2	protein_coding
Vmn1r239-ps	protein_coding
Lrch2	protein_coding
Gm25107	snoRNA
Gm16400	unprocessed_pseudogene
Gm15167	unprocessed_pseudogene
Gm8289	unprocessed_pseudogene
Gm15128	protein_coding
Gm15081	processed_pseudogene
Gm15080	protein_coding
Gm15108	unprocessed_pseudogene
Gm15110	unprocessed_pseudogene
Gm8303	processed_pseudogene
Gm15107	protein_coding
Gm15109	unprocessed_pseudogene
Gm15111	unprocessed_pseudogene
Gm15113	unprocessed_pseudogene
Gm8320	processed_pseudogene
Gm15114	protein_coding
Gm15106	unprocessed_pseudogene
Gm15112	unprocessed_pseudogene
Gm8331	processed_pseudogene
Gm8334	protein_coding
Gm15127	protein_coding
Gm15125	unprocessed_pseudogene
Gm15126	unprocessed_pseudogene
Kars-ps1	processed_pseudogene
Luzp4	protein_coding
Gm15099	antisense
Gm15084	unprocessed_pseudogene
Gm15094	unprocessed_pseudogene
Gm15096	processed_pseudogene
Ott	protein_coding
Gm15092	antisense
Gm15088	unprocessed_pseudogene
Gm15090	unprocessed_pseudogene
Gm8346	processed_pseudogene
Gm15093	protein_coding
Gm15098	unprocessed_pseudogene
Gm15089	unprocessed_pseudogene
Gm8366	processed_pseudogene
Gm15100	antisense
Gm15085	protein_coding
Gm15086	antisense
Gm10439	protein_coding
Gm15101	unprocessed_pseudogene
Gm8383	processed_pseudogene
Gm15097	protein_coding
Gm15095	unprocessed_pseudogene
Gm15087	unprocessed_pseudogene
Gm15091	protein_coding
Gm15102	unprocessed_pseudogene
Gm15103	unprocessed_pseudogene
Gm8402	processed_pseudogene
Gm5946	transcribed_processed_pseudogene
Gm15104	lincRNA
Gm15105	processed_pseudogene
Tmem29	protein_coding
Gm15129	processed_pseudogene
3110067C02Rik	processed_pseudogene
Apex2	protein_coding
Alas2	protein_coding
Mir3620	miRNA
Pfkfb1	protein_coding
Tro	protein_coding
Gm15132	processed_pseudogene
Gm15131	processed_pseudogene
Maged2	protein_coding
Gm24907	snoRNA
Itih5l-ps	transcribed_unprocessed_pseudogene
Gm27191	lincRNA
Gm8424	processed_pseudogene
Gnl3l	protein_coding
Gm15152	processed_pseudogene
Fgd1	protein_coding
Tsr2	protein_coding
Gm15149	processed_pseudogene
Rps12-ps7	processed_pseudogene
Gm15138	lincRNA
Wnk3	protein_coding
Rpl21-ps15	processed_pseudogene
Gm26441	snRNA
A230072E10Rik	antisense
Fam120c	protein_coding
Gm22248	snRNA
Gm6451	processed_pseudogene
Gm15148	processed_pseudogene
Phf8	protein_coding
Gm24460	snoRNA
Gm5395	processed_pseudogene
Gm15151	processed_pseudogene
Gm4919	processed_pseudogene
n-R5s13	rRNA
Gm15161	processed_pseudogene
Huwe1	protein_coding
Mir3113	miRNA
Mirlet7f-2	miRNA
Mir98	miRNA
Gm15191	processed_pseudogene
n-R5s14	rRNA
Hsd17b10	protein_coding
Ribc1	protein_coding
Smc1a	protein_coding
Gm15267	processed_pseudogene
Gm15266	unprocessed_pseudogene
Iqsec2	protein_coding
Kdm5c	protein_coding
Kantr	protein_coding
n-R5s15	rRNA
Tspyl2	protein_coding
Gpr173	protein_coding
3010001F23Rik	processed_transcript
Gm4750	transcribed_processed_pseudogene
Actb-ps1	transcribed_processed_pseudogene
Cldn34a	protein_coding
Gm7158	processed_pseudogene
Gm8475	processed_pseudogene
Shroom2	protein_coding
Gpr143	protein_coding
Gm24687	ribozyme
Rpl7a-ps12	processed_pseudogene
Rps7-ps3	transcribed_processed_pseudogene
Gm26035	misc_RNA
Usp51	protein_coding
Mageh1	protein_coding
9530051G07Rik	processed_transcript
Gm5396	processed_pseudogene
Gm26960	unprocessed_pseudogene
Foxr2	protein_coding
Rragb	protein_coding
Gm15153	processed_pseudogene
Klf8	protein_coding
Gm7150	processed_pseudogene
Ubqln2	protein_coding
Gm15166	processed_pseudogene
Cypt3	protein_coding
Gm25793	snRNA
Gm8534	processed_pseudogene
Kctd12b	protein_coding
Gm45022	antisense
Nbdy	protein_coding
Smt3h1-ps	processed_pseudogene
Spin2c	protein_coding
Gm25895	snRNA
Samt1	protein_coding
Samt1b	protein_coding
Samt1c	protein_coding
Gm15143	unprocessed_pseudogene
Gm5947	unprocessed_pseudogene
Samt1d	protein_coding
Gm5645	unprocessed_pseudogene
Gm16445	unprocessed_pseudogene
Gm6620	unprocessed_pseudogene
Gm15147	unprocessed_pseudogene
Gm5060	processed_pseudogene
Gm15141	unprocessed_pseudogene
Samt2b	protein_coding
Gm5646	unprocessed_pseudogene
Gm8569	processed_pseudogene
Samt4	protein_coding
Samt2	protein_coding
Gm15142	unprocessed_pseudogene
Gm22359	snRNA
Gm8577	processed_pseudogene
Cldn34b1	protein_coding
Magea6	protein_coding
Magea3	protein_coding
Gm6645	processed_pseudogene
Gm25257	snRNA
Magea8	protein_coding
Magea2	protein_coding
Gm24268	snRNA
Magea5	protein_coding
Magea1	protein_coding
Cldn34b2	protein_coding
Gm25429	snoRNA
Gm4997	processed_pseudogene
Amd-ps1	processed_pseudogene
Gm8595	processed_pseudogene
Gm15157	processed_pseudogene
Sat1	protein_coding
Gm15159	processed_pseudogene
Acot9	protein_coding
Gm650	processed_pseudogene
Prdx4	protein_coding
Gm15158	processed_pseudogene
Gm8606	processed_pseudogene
n-R5s16	rRNA
Ptchd1	protein_coding
Gm15156	antisense
Gm15155	protein_coding
Gm15160	processed_pseudogene
Gm23404	snoRNA
4930503H13Rik	processed_pseudogene
Gm7312	processed_pseudogene
Gm15162	processed_pseudogene
Gm15163	processed_pseudogene
Gm22666	snRNA
Phex	protein_coding
Gm23798	miRNA
Gm25795	snoRNA
Gm15172	processed_pseudogene
Gm1947	processed_pseudogene
Gm24281	snoRNA
Sms	protein_coding
Mbtps2	protein_coding
Gm6568	processed_pseudogene
Yy2	protein_coding
Gm15176	processed_pseudogene
Gm15175	processed_pseudogene
Gm15173	processed_pseudogene
Gm23381	rRNA
Gm8644	processed_pseudogene
Gm15171	processed_pseudogene
Gm8648	processed_pseudogene
Smpx	protein_coding
Gm15169	antisense
Klhl34	protein_coding
Cnksr2	protein_coding
Gm8659	processed_pseudogene
Gm15170	processed_pseudogene
Gm8662	processed_pseudogene
Gm15177	processed_pseudogene
Gm22522	snoRNA
Gm15168	processed_pseudogene
Gm5764	processed_pseudogene
Gm15185	processed_pseudogene
Gm15188	unprocessed_pseudogene
Gm15189	processed_pseudogene
Rps6ka3	protein_coding
Eif1ax	protein_coding
Gm15187	processed_pseudogene
Map7d2	protein_coding
Gm23806	rRNA
Bclaf3	protein_coding
Gm15190	processed_pseudogene
Gm15186	processed_pseudogene
Sh3kbp1	protein_coding
Map3k15	protein_coding
Gm15194	processed_pseudogene
Gm8682	processed_pseudogene
Pdha1	protein_coding
Gm15195	processed_pseudogene
Gm15192	unprocessed_pseudogene
Gm15196	processed_pseudogene
Gm15193	processed_pseudogene
Adgrg2	protein_coding
Gm15241	antisense
Phka2	protein_coding
Gm15243	antisense
Ppef1	protein_coding
Gm15242	processed_pseudogene
Gm15244	processed_pseudogene
Rs1	protein_coding
Cdkl5	protein_coding
Gja6	protein_coding
Scml2	protein_coding
Gm5419	processed_pseudogene
Gm15262	protein_coding
Prkaca-ps1	processed_pseudogene
Rai2	protein_coding
Scml1	transcribed_unitary_pseudogene
Nhs	protein_coding
Gm15202	antisense
Gm26317	snRNA
Gm23794	snRNA
Gm27490	rRNA
Gm23867	misc_RNA
Gm15204	processed_pseudogene
Reps2	protein_coding
Gm7331	processed_pseudogene
Gm15206	processed_pseudogene
Gm15203	processed_pseudogene
Gm22257	misc_RNA
Gm25557	misc_RNA
Gm8737	processed_pseudogene
Gm15201	processed_transcript
Gm23786	snoRNA
Gm23786	snoRNA
Rbbp7	protein_coding
Txlng	protein_coding
Gm16459	processed_pseudogene
Gm15207	processed_pseudogene
Gm23901	snRNA
Syap1	protein_coding
Mir3473a	miRNA
Gm15209	processed_pseudogene
Ctps2	protein_coding
S100g	protein_coding
Gm23501	misc_RNA
Gm22746	snRNA
Gm15215	processed_pseudogene
Gm15212	processed_pseudogene
Gm15214	processed_pseudogene
Gm26007	snRNA
Gm7199	processed_pseudogene
Grpr	protein_coding
Rnf138rt1	protein_coding
Gm15213	processed_pseudogene
Ap1s2	protein_coding
Zrsr2	protein_coding
Car5b	protein_coding
Siah1b	protein_coding
Cltrn	protein_coding
n-R5s18	rRNA
Ace2	protein_coding
Bmx	protein_coding
Gm25367	snRNA
Pir	protein_coding
Gm22023	snoRNA
Vegfd	protein_coding
Piga	protein_coding
Asb11	protein_coding
Gm15211	processed_pseudogene
Asb9	protein_coding
Gm15216	processed_pseudogene
Mospd2	protein_coding
Fancb	protein_coding
Gm17604	protein_coding
Glra2	protein_coding
Gm15236	processed_pseudogene
Gm22062	snRNA
Gm15224	processed_pseudogene
Gm15225	processed_pseudogene
Gemin8	protein_coding
Gm15227	processed_pseudogene
Gpm6b	protein_coding
Ofd1	protein_coding
Trappc2	protein_coding
Rab9	protein_coding
Gm15229	processed_pseudogene
Gm15223	processed_pseudogene
Tceanc	protein_coding
Egfl6	protein_coding
Gm15226	lincRNA
Gm1720	lincRNA
Rpl7a-ps11	processed_pseudogene
Gm15230	lincRNA
Gm15231	processed_pseudogene
Gm44376	miRNA
Gm22368	miRNA
Gm8814	processed_pseudogene
Gm8817	lincRNA
Gm15232	lincRNA
Gm15228	lincRNA
Tmsb4x	protein_coding
Tlr8	protein_coding
Tlr7	protein_coding
Prps2	protein_coding
Gm15239	antisense
Gm26368	snoRNA
Gm6744	processed_pseudogene
Frmpd4	protein_coding
Gm15238	processed_pseudogene
Gm24772	rRNA
Gm15240	processed_pseudogene
Gm15237	processed_pseudogene
Gm8832	processed_pseudogene
Gm7209	processed_pseudogene
Gm23197	snRNA
Msl3	protein_coding
Gm15233	processed_pseudogene
Arhgap6	protein_coding
Gm15261	antisense
Amelx	protein_coding
Hccs	protein_coding
Gm27980	misc_RNA
Gm15246	processed_transcript
BC022960	transcribed_processed_pseudogene
Gm15245	lincRNA
Mid1	protein_coding
Gm25651	snoRNA
4933400A11Rik	protein_coding
G530011O06Rik	processed_transcript
Gm15726	antisense
Gm15247	antisense
Erdr1	lincRNA
Asmt	protein_coding
Gm15069	processed_pseudogene
Gm15068	processed_pseudogene
Gm29277	lincRNA
Gm29089	lincRNA
Gm2098	unprocessed_pseudogene
Zfy1	protein_coding
Uba1y	protein_coding
Gm28588	antisense
Gm28587	lincRNA
Rhoay-ps3	processed_pseudogene
Kdm5d	protein_coding
n-R5s1	rRNA
Gm47281	miRNA
Eif2s3y	protein_coding
Gm29650	lincRNA
Tspy-ps	transcribed_unprocessed_pseudogene
Uty	protein_coding
Ddx3y	protein_coding
Gm4017	processed_pseudogene
Gm18665	unprocessed_pseudogene
Usp9y	protein_coding
Gm25565	snRNA
Gm17790	processed_pseudogene
Gm29167	processed_pseudogene
Gm8446	unprocessed_pseudogene
Gm28534	unprocessed_pseudogene
Gm28975	unprocessed_pseudogene
Gm28974	processed_pseudogene
Gm18797	unprocessed_pseudogene
Rhoay-ps1	processed_pseudogene
Zfy2	protein_coding
Uba1y-ps2	unprocessed_pseudogene
Gm18796	unprocessed_pseudogene
Gm29552	unprocessed_pseudogene
Gm29550	unprocessed_pseudogene
Gm29551	unprocessed_pseudogene
Gm8480	unprocessed_pseudogene
Gm29553	processed_pseudogene
Gm22119	miRNA
Gm28630	unprocessed_pseudogene
Gm28629	unprocessed_pseudogene
H2al2c	protein_coding
Uba1y-ps1	unprocessed_pseudogene
Sry	protein_coding
Gm18798	unprocessed_pseudogene
H2al2b	protein_coding
Gm28628	unprocessed_pseudogene
Gm4064	protein_coding
Gm6137	processed_pseudogene
Gm8498	processed_pseudogene
Rbmy	protein_coding
Gm10256	protein_coding
Gm8502	processed_pseudogene
Gm8506	processed_pseudogene
Gm10352	protein_coding
Gm8510	processed_pseudogene
Gm29289	protein_coding
Gm21677	protein_coding
Gm29288	processed_pseudogene
Gm21693	protein_coding
Gm21139	processed_pseudogene
Gm21704	protein_coding
Gm21147	processed_pseudogene
Gm21708	protein_coding
Gm21156	processed_pseudogene
Rhoay-ps2	processed_pseudogene
Gm2316	processed_pseudogene
Gm3376	protein_coding
Gm2325	processed_pseudogene
Gm28649	unprocessed_pseudogene
Gm8521	unprocessed_pseudogene
Gm18177	processed_pseudogene
Gm28429	processed_pseudogene
Gm28413	processed_pseudogene
Gm28412	processed_pseudogene
Gm8525	processed_pseudogene
Gm28414	processed_pseudogene
Gm28648	unprocessed_pseudogene
Gm28647	unprocessed_pseudogene
Gm29435	unprocessed_pseudogene
Vmn2r-ps139	unprocessed_pseudogene
Gm29038	unprocessed_pseudogene
Gm28191	unprocessed_pseudogene
Gm28186	unprocessed_pseudogene
Gm21064	transcribed_unprocessed_pseudogene
Gm28241	unprocessed_pseudogene
Gm28242	lincRNA
Gm37222	TEC
Gm28356	transcribed_unprocessed_pseudogene
Gm28357	lincRNA
Gm29352	unprocessed_pseudogene
Gm29351	lincRNA
Gm29350	unprocessed_pseudogene
Gm29349	lincRNA
Gm29355	unprocessed_pseudogene
Gm20918	protein_coding
Gm29354	unprocessed_pseudogene
Gm29353	lincRNA
Gm50460	unprocessed_pseudogene
Gm21820	protein_coding
Gm29357	unprocessed_pseudogene
Gm29356	processed_pseudogene
Gm29161	unprocessed_pseudogene
Gm28767	processed_pseudogene
Gm29160	unprocessed_pseudogene
Gm20915	unprocessed_pseudogene
Gm28766	unprocessed_pseudogene
Gm29159	processed_pseudogene
Gm27663	miRNA
Gm29158	lincRNA
Gm21854	protein_coding
Gm28768	processed_pseudogene
Gm28769	unprocessed_pseudogene
Gm20914	protein_coding
Gm28171	protein_coding
Gm28173	lincRNA
Gm37236	TEC
Gm29194	lincRNA
Gm21778	protein_coding
Gm29195	processed_pseudogene
Gm29196	unprocessed_pseudogene
Gm28435	unprocessed_pseudogene
Gm28436	unprocessed_pseudogene
Gm29197	unprocessed_pseudogene
Gm29198	lincRNA
Gm29193	lincRNA
Gm28430	lincRNA
Gm21746	unprocessed_pseudogene
Gm28593	lincRNA
Gm20873	protein_coding
Gm28916	unprocessed_pseudogene
Gm28915	unprocessed_pseudogene
Gm28918	unprocessed_pseudogene
Gm28917	unprocessed_pseudogene
Gm28919	protein_coding
Gm21719	protein_coding
Gm28921	processed_pseudogene
Gm28920	unprocessed_pseudogene
Gm28444	lincRNA
Gm28443	unprocessed_pseudogene
Gm20830	protein_coding
Gm28442	lincRNA
Gm28445	lincRNA
Gm20788	unprocessed_pseudogene
Gm28999	lincRNA
Gm21244	protein_coding
Gm28997	processed_pseudogene
Gm28998	protein_coding
Gm28398	lincRNA
Gm28397	unprocessed_pseudogene
Gm28400	processed_pseudogene
Gm28399	unprocessed_pseudogene
Gm28395	lincRNA
Gm21788	unprocessed_pseudogene
Gm28394	lincRNA
Gm28396	processed_pseudogene
Gm28393	lincRNA
Gm20826	protein_coding
Vmn2r-ps149	unprocessed_pseudogene
Gm28576	protein_coding
Gm28575	lincRNA
Gm28574	unprocessed_pseudogene
Gm28573	processed_pseudogene
Gm28572	unprocessed_pseudogene
Gm28571	lincRNA
Gm28570	lincRNA
Gm29049	protein_coding
Gm20825	protein_coding
Gm29047	unprocessed_pseudogene
Gm29048	transcribed_unprocessed_pseudogene
Gm29045	unprocessed_pseudogene
Gm29046	lincRNA
Gm29043	lincRNA
Gm29044	lincRNA
Gm37951	TEC
Gm20824	protein_coding
Gm28146	unprocessed_pseudogene
Gm28145	processed_pseudogene
Gm28148	unprocessed_pseudogene
Gm28147	lincRNA
Gm28142	unprocessed_pseudogene
Gm28141	unprocessed_pseudogene
Gm28144	unprocessed_pseudogene
Gm28143	unprocessed_pseudogene
Gm28150	unprocessed_pseudogene
Gm28149	processed_pseudogene
Gm28098	unprocessed_pseudogene
Gm28330	unprocessed_pseudogene
Gm28331	lincRNA
Gm28099	unprocessed_pseudogene
Gm20815	protein_coding
Gm28328	unprocessed_pseudogene
Gm28329	unprocessed_pseudogene
Gm28270	unprocessed_pseudogene
Gm28327	unprocessed_pseudogene
Gm28097	processed_pseudogene
Gm29365	unprocessed_pseudogene
Gm29364	lincRNA
Gm29363	lincRNA
Gm21292	protein_coding
Gm21721	protein_coding
Gm29366	unprocessed_pseudogene
Gm29281	processed_pseudogene
Gm29330	unprocessed_pseudogene
Gm29329	lincRNA
Gm21812	protein_coding
Gm29535	unprocessed_pseudogene
Gm29533	unprocessed_pseudogene
Gm29534	processed_pseudogene
Gm21874	protein_coding
Gm28849	unprocessed_pseudogene
Gm28847	unprocessed_pseudogene
Gm28848	unprocessed_pseudogene
Gm28846	unprocessed_pseudogene
Gm29471	unprocessed_pseudogene
Gm29474	processed_pseudogene
Gm29475	unprocessed_pseudogene
Gm20821	protein_coding
Gm28506	unprocessed_pseudogene
Gm28507	unprocessed_pseudogene
Gm21301	unprocessed_pseudogene
Gm29142	unprocessed_pseudogene
Gm21310	protein_coding
Gm28509	lincRNA
Gm28508	unprocessed_pseudogene
Gm20834	protein_coding
Gm28510	protein_coding
Gm29525	unprocessed_pseudogene
Gm29526	processed_pseudogene
Gm20737	protein_coding
Gm21775	unprocessed_pseudogene
Gm21900	unprocessed_pseudogene
Gm29527	lincRNA
Gm20775	unprocessed_pseudogene
Gm29522	lincRNA
Gm29523	unprocessed_pseudogene
Gm29524	unprocessed_pseudogene
Gm29528	processed_pseudogene
Gm20777	protein_coding
Gm28955	lincRNA
Gm28954	lincRNA
Gm28953	unprocessed_pseudogene
